category_name,category_id,subcategory_name,subcategory_id,vendor,currently_active_vendor,product_num,price,profit_margin,active_product,current_stock
Beauty,PBE,Makeup,PBEMA,WQEPS,False,73042138ECC2,12.47,0.9271309956369038,True,185
Beauty,PBE,Makeup,PBEMA,WQEPS,False,0371E4072FCF,25.84,0.9271309956369038,True,94
Beauty,PBE,Makeup,PBEMA,WQEPS,False,57F5476E7EA8,36.08,0.9271309956369038,True,92
Beauty,PBE,Makeup,PBEMA,WQEPS,0,FA7A134CB806,9.72,0.9271309956369038,1,148
Beauty,PBE,Makeup,PBEMA,WQEPS,False,7EF6323B2C9F,10.63,0.9271309956369038,True,166
Beauty,PBE,Makeup,PBEMA,WQEPS,False,CD3BDB422246,11.27,0.9271309956369038,True,80
Beauty,PBE,Makeup,PBEMA,WQEPS,False,E67EB5B45BB8,11.46,0.9271309956369038,True,79
Beauty,PBE,Makeup,PBEMA,WQEPS,False,F730F7295A30,41.7,0.9271309956369038,True,76
Beauty,PBE,Makeup,PBEMA,WQEPS,False,6A99E85BA1EB,38.42,0.9271309956369038,True,97
Beauty,PBE,Makeup,PBEMA,WQEPS,False,0F47F542BAD6,37.4,0.9271309956369038,True,53
Clothing,PCL,Jackets,PCLJA,WQEPS,False,269F10CBA58F,157.73,0.1539232735202144,True,45
Clothing,PCL,Jackets,PCLJA,WQEPS,False,05CECFBC3D78,84.43,0.1539232735202144,True,100
Clothing,PCL,Jackets,PCLJA,WQEPS,False,7D8651B1A1DC,56.66,0.1539232735202144,True,35
Clothing,PCL,Jackets,PCLJA,WQEPS,False,B54F1F643E27,79.2,0.1539232735202144,True,78
Clothing,PCL,Jackets,PCLJA,WQEPS,False,4F139BD17D54,58.02,0.1539232735202144,True,64
Clothing,PCL,Jackets,PCLJA,WQEPS,0,2FC8794FBF1A,140.33,0.1539232735202144,1,32
Clothing,PCL,Jackets,PCLJA,WQEPS,False,F7551344E755,63.76,0.1539232735202144,True,71
Clothing,PCL,Jackets,PCLJA,WQEPS,False,A240DC770EC7,74.09,0.1539232735202144,True,15
Clothing,PCL,Jackets,PCLJA,WQEPS,False,8E11F6D397A3,99.57,0.1539232735202144,True,40
Clothing,PCL,Jackets,PCLJA,WQEPS,False,2001FD0F6567,91.44,0.1539232735202144,True,75
Clothing,PCL,Jackets,PCLJA,WQEPS,False,6B0078176909,128.58,0.1539232735202144,True,25
Clothing,PCL,Dresses,PCLDR,WQEPS,False,02D21F696AD7,15.76,0.2039232735202144,True,99
Clothing,PCL,Dresses,PCLDR,WQEPS,False,0E95192B4972,36.61,0.2039232735202144,True,33
Clothing,PCL,Dresses,PCLDR,WQEPS,False,47946AD3E140,59.84,0.2039232735202144,True,52
Clothing,PCL,Dresses,PCLDR,WQEPS,False,EF408E4700A4,74.91,0.2039232735202144,True,86
