active_product,category_id,category_name,current_stock,currently_active_vendor,price,product_num,profit_margin,subcategory_id,subcategory_name,vendor
True,PBE,Beauty,117,True,6.92,465CE7C250DD,0.2039232735202144,PBEHA,Hair care,KWOXE
True,PBE,Beauty,105,True,5.26,1C3D5A5E9DBC,0.2939232735202144,PBEBA,Bath & Body,KWOXE
True,PBE,Beauty,159,True,14.74,6761327E191F,0.2939232735202144,PBEBA,Bath & Body,KWOXE
True,PBE,Beauty,37,True,17.69,9DC4310B3F51,0.2939232735202144,PBEBA,Bath & Body,KWOXE
True,PBE,Beauty,181,True,9.27,9A2116E43A3C,0.2939232735202144,PBEBA,Bath & Body,KWOXE
True,PBE,Beauty,47,True,31.38,23A069FE2CF2,0.2939232735202144,PBEBA,Bath & Body,KWOXE
True,PBE,Beauty,176,True,8.16,6CDF1D42E724,0.2939232735202144,PBEBA,Bath & Body,KWOXE
True,PBE,Beauty,49,True,9.98,19192E21757E,0.2939232735202144,PBEBA,Bath & Body,KWOXE
True,PBE,Beauty,87,True,9.98,5435CA180C76,0.2939232735202144,PBEBA,Bath & Body,KWOXE
True,PBE,Beauty,71,True,53.7,4590EBBAF95E,0.2939232735202144,PBEBA,Bath & Body,KWOXE
True,PBE,Beauty,62,True,17.71,A3267F48D1C0,0.2939232735202144,PBEBA,Bath & Body,KWOXE
True,PBE,Beauty,49,True,21.23,4381545163AF,0.2939232735202144,PBEBA,Bath & Body,KWOXE
True,PBE,Beauty,14,True,21.62,C1BB1C1C006D,0.2939232735202144,PBEBA,Bath & Body,KWOXE
True,PBE,Beauty,99,True,25.43,055F34332439,0.2939232735202144,PBEBA,Bath & Body,KWOXE
True,PBE,Beauty,36,True,9.41,AB1A16B0CE13,0.2039232735202144,PBEHA,Hair care,KWOXE
True,PBE,Beauty,57,True,14.12,B88F6CFC3516,0.2039232735202144,PBEHA,Hair care,KWOXE
True,PCL,Clothing,138,True,5.44,9A096CA81ED5,0.7371309956369039,PCLTS,TShirts,KWOXE
True,PCL,Clothing,47,True,23.89,455C59306194,0.7371309956369039,PCLTS,TShirts,KWOXE
True,PCL,Clothing,10,True,23.0,AEBDCF3C17B0,0.7371309956369039,PCLTS,TShirts,KWOXE
True,PCL,Clothing,21,True,8.86,D085F06326AC,0.7371309956369039,PCLTS,TShirts,KWOXE
True,PCL,Clothing,32,True,20.97,9EC9C1E4BCCC,0.7371309956369039,PCLTS,TShirts,KWOXE
True,PCL,Clothing,184,True,12.23,84A5150081C3,0.7371309956369039,PCLTS,TShirts,KWOXE
True,PCL,Clothing,41,True,22.29,8E9A1F562A51,0.7371309956369039,PCLTS,TShirts,KWOXE
True,PCL,Clothing,45,True,22.3,C0F80B827AE9,0.7371309956369039,PCLTS,TShirts,KWOXE
True,PCL,Clothing,44,True,13.4,C669C96C47B7,0.2139232735202144,PCLJE,Jeans,KWOXE
True,PCL,Clothing,62,True,21.33,EB6AC4DA9A2D,0.2139232735202144,PCLJE,Jeans,KWOXE
True,PCL,Clothing,64,True,26.62,0235A497B471,0.2139232735202144,PCLJE,Jeans,KWOXE
True,PCL,Clothing,62,True,39.44,605D6C16B6DA,0.2139232735202144,PCLJE,Jeans,KWOXE
True,PCL,Clothing,17,True,37.29,3CDDD4F27676,0.2139232735202144,PCLJE,Jeans,KWOXE
True,PCL,Clothing,100,True,35.27,A366E80AA908,0.2139232735202144,PCLJE,Jeans,KWOXE
True,PCL,Clothing,175,True,10.09,842694FBFEB4,0.1339232735202144,PCLSO,Socks,KWOXE
True,PCL,Clothing,38,True,4.61,0C57A38F4329,0.1339232735202144,PCLSO,Socks,KWOXE
True,PCL,Clothing,79,True,5.85,38FA2B8ECC0C,0.1339232735202144,PCLSO,Socks,KWOXE
True,PCL,Clothing,82,True,12.3,1DACC7396B1A,0.1339232735202144,PCLSO,Socks,KWOXE
True,PCL,Clothing,139,True,11.26,C9328D5319B6,0.1339232735202144,PCLSO,Socks,KWOXE
True,PCL,Clothing,74,True,15.83,E9F0CEE100E5,0.1339232735202144,PCLSO,Socks,KWOXE
True,PCL,Clothing,128,True,13.79,A8A8A91B8326,0.1339232735202144,PCLSO,Socks,KWOXE
True,PBE,Beauty,26,True,9.58,C7E1F19C0304,0.2939232735202144,PBEBA,Bath & Body,KWOXE
True,PBE,Beauty,184,True,11.37,285340C32EE8,0.2939232735202144,PBEBA,Bath & Body,KWOXE
True,PBE,Beauty,119,True,12.39,D3D2FACD968E,0.2939232735202144,PBEBA,Bath & Body,KWOXE
True,PBE,Beauty,94,True,30.21,24CC07FF54BC,0.2039232735202144,PBEHA,Hair care,KWOXE
True,PBO,Books,170,True,19.28,4CD6B4DB7E39,0.1039232735202144,PBOCH,Children's Books,KWOXE
True,PBO,Books,120,True,10.91,E6A1535FE3A2,0.1039232735202144,PBOCH,Children's Books,KWOXE
True,PBO,Books,194,True,10.97,DE5DFC68CBFF,0.1039232735202144,PBOCH,Children's Books,KWOXE
True,PBO,Books,54,True,11.15,398C2011702A,0.1039232735202144,PBOCH,Children's Books,KWOXE
True,PBO,Books,94,True,22.53,359B69637F87,0.1039232735202144,PBOCH,Children's Books,KWOXE
True,PBO,Books,111,True,14.6,F7DEB2C64BD9,0.1039232735202144,PBOCH,Children's Books,KWOXE
True,PBO,Books,40,True,22.3,49F0C5547BA4,0.1039232735202144,PBOCH,Children's Books,KWOXE
True,PBO,Books,163,True,15.58,06B7256ED4B1,0.1039232735202144,PBOCH,Children's Books,KWOXE
True,PBO,Books,191,True,16.72,74740F84CF3B,0.1039232735202144,PBOCH,Children's Books,KWOXE
True,PBO,Books,85,True,25.22,615B048E6EC6,0.1039232735202144,PBOCH,Children's Books,KWOXE
True,PBO,Books,177,True,17.88,E97E2B6F9624,0.1039232735202144,PBOCH,Children's Books,KWOXE
True,PBO,Books,68,True,17.73,A29E562D249C,0.1039232735202144,PBOCH,Children's Books,KWOXE
True,PBO,Books,162,True,18.09,6D46541F28B0,0.1039232735202144,PBOCH,Children's Books,KWOXE
True,PBO,Books,42,True,20.43,CB10A0BC08A1,0.1039232735202144,PBOCH,Children's Books,KWOXE
True,PBO,Books,85,True,24.68,3ABB664E90B4,0.1039232735202144,PBOCH,Children's Books,KWOXE
True,PBO,Books,88,True,93.38,3BA915F0BA3D,0.2939232735202144,PBOTE,Textbook,KWOXE
True,PBO,Books,58,True,9.39,2DF77CCD6223,0.7071309956369038,PBOFI,Fiction,KWOXE
True,PBO,Books,182,True,19.93,61FF10EE882F,0.7071309956369038,PBOFI,Fiction,KWOXE
True,PBO,Books,33,True,14.61,2706762D4C7A,0.7071309956369038,PBOFI,Fiction,KWOXE
True,PBO,Books,89,True,19.33,5FEAC6E51D3C,0.7071309956369038,PBOFI,Fiction,KWOXE
True,PBO,Books,97,True,19.55,D7B87B405A30,0.7071309956369038,PBOFI,Fiction,KWOXE
True,PBO,Books,18,True,16.46,3B0ADDE24650,0.7071309956369038,PBOFI,Fiction,KWOXE
True,PBO,Books,97,True,17.91,758321411024,0.7071309956369038,PBOFI,Fiction,KWOXE
True,PBO,Books,41,True,20.07,5B9374872DE5,0.7071309956369038,PBOFI,Fiction,KWOXE
True,PBO,Books,43,True,22.07,DBCEE8BCC291,0.7071309956369038,PBOFI,Fiction,KWOXE
True,PBO,Books,140,True,15.32,31DCD6D7360B,-0.0243880730134661,PBONO,Non-fiction,KWOXE
True,PBO,Books,59,True,17.39,E9C697CC348C,-0.0243880730134661,PBONO,Non-fiction,KWOXE
True,PBO,Books,69,True,37.43,9A63C7BEC27C,-0.0243880730134661,PBONO,Non-fiction,KWOXE
True,PBO,Books,98,True,21.05,B86BD70C73D6,-0.0243880730134661,PBONO,Non-fiction,KWOXE
True,PBO,Books,67,True,22.05,577F484C7CD8,-0.0243880730134661,PBONO,Non-fiction,KWOXE
True,PBO,Books,57,True,23.74,B3E321082C97,-0.0243880730134661,PBONO,Non-fiction,KWOXE
True,PBO,Books,15,True,29.75,20244BA2970B,-0.0243880730134661,PBONO,Non-fiction,KWOXE
True,PBO,Books,85,True,34.96,DEEA4EDAB614,-0.0243880730134661,PBONO,Non-fiction,KWOXE
True,PBO,Books,43,True,27.04,4AB118D7FB30,-0.0243880730134661,PBONO,Non-fiction,KWOXE
True,PBO,Books,32,True,36.6,777F2751046A,-0.0243880730134661,PBONO,Non-fiction,KWOXE
True,PBO,Books,94,True,27.87,0936FB3F45C6,-0.0243880730134661,PBONO,Non-fiction,KWOXE
True,PBO,Books,64,True,28.38,F98351A117D3,-0.0243880730134661,PBONO,Non-fiction,KWOXE
True,PBO,Books,53,True,28.89,478E7B016457,-0.0243880730134661,PBONO,Non-fiction,KWOXE
True,PBO,Books,72,True,28.94,46AB5BE3E80F,-0.0243880730134661,PBONO,Non-fiction,KWOXE
