category_name,category_id,subcategory_name,subcategory_id,vendor,currently_active_vendor,product_num,price,profit_margin,active_product,current_stock
Beauty,PBE,Skincare,PBESK,JSCZL,True,EF523B4FA026,111.74,0.7671309956369039,True,19
Beauty,PBE,Skincare,PBESK,JSCZL,True,C541AC8EF917,13.59,0.7671309956369039,True,166
Beauty,PBE,Skincare,PBESK,JSCZL,True,7CCFBF68193B,14.76,0.7671309956369039,True,47
Beauty,PBE,Skincare,PBESK,JSCZL,True,97FBE210389E,18.22,0.7671309956369039,True,71
Beauty,PBE,Skincare,PBESK,JSCZL,True,719821503FFC,147.45,0.7671309956369039,True,49
Beauty,PBE,Skincare,PBESK,JSCZL,True,C2B16671E082,67.21,0.7671309956369039,True,64
Beauty,PBE,Skincare,PBESK,JSCZL,True,E9DEFB34059C,7.96,0.7671309956369039,True,36
Beauty,PBE,Skincare,PBESK,JSCZL,True,CF3CB44A359E,11.7,0.7671309956369039,True,74
Beauty,PBE,Skincare,PBESK,JSCZL,True,71A359FE7ED6,14.29,0.7671309956369039,True,192
Beauty,PBE,Skincare,PBESK,JSCZL,True,BADCD3E1CEB7,20.95,0.7671309956369039,True,78
Beauty,PBE,Skincare,PBESK,JSCZL,True,49235AAF006D,26.89,0.7671309956369039,True,26
Beauty,PBE,Skincare,PBESK,JSCZL,True,4813D0EC7D99,27.24,0.7671309956369039,True,46
Beauty,PBE,Skincare,PBESK,JSCZL,True,A341999BBC86,27.85,0.7671309956369039,True,45
Beauty,PBE,Skincare,PBESK,JSCZL,True,C706D719077F,28.86,0.7671309956369039,True,80
Beauty,PBE,Skincare,PBESK,JSCZL,True,CC5231D2BEE1,35.66,0.7671309956369039,True,53
Beauty,PBE,Skincare,PBESK,JSCZL,True,278E49AEF9B6,44.22,0.7671309956369039,True,39
Beauty,PBE,Skincare,PBESK,JSCZL,True,EBD9D005C5C1,45.51,0.7671309956369039,True,43
Beauty,PBE,Skincare,PBESK,JSCZL,True,F606B4519CA7,87.98,0.7671309956369039,True,14
