category_name,category_id,subcategory_name,subcategory_id,vendor,currently_active_vendor,product_num,price,profit_margin,active_product,current_stock
Pet Supplies,PPS,Food & Treats,PPSFO,PQYYY,True,CD18E17C2A9C,17.29,0.0839232735202144,True,43
Pet Supplies,PPS,Food & Treats,PPSFO,PQYYY,True,AEF01AEEBA5D,18.04,0.0839232735202144,True,181
Pet Supplies,PPS,Food & Treats,PPSFO,PQYYY,True,117DCD193AE0,41.15,0.0839232735202144,True,45
Pet Supplies,PPS,Food & Treats,PPSFO,PQYYY,True,1796953698B9,40.64,0.0839232735202144,True,21
Pet Supplies,PPS,Food & Treats,PPSFO,PQYYY,True,053BF833ACAD,53.78,0.0839232735202144,True,68
Pet Supplies,PPS,Litter & Waste Disposal,PPSLI,PQYYY,True,C56505222043,18.87,0.0839232735202144,True,103
Pet Supplies,PPS,Litter & Waste Disposal,PPSLI,PQYYY,True,E63FEFF91D77,25.03,0.0839232735202144,True,92
Pet Supplies,PPS,Litter & Waste Disposal,PPSLI,PQYYY,True,0C7FB27B4C64,30.36,0.0839232735202144,True,77
Pet Supplies,PPS,Litter & Waste Disposal,PPSLI,PQYYY,True,FB109F9B9747,35.59,0.0839232735202144,True,12
Pet Supplies,PPS,Litter & Waste Disposal,PPSLI,PQYYY,True,430D714EF838,30.73,0.0839232735202144,True,66
Pet Supplies,PPS,Beds & Furnitures,PPSBE,PQYYY,True,4B231BB83428,21.69,0.0739232735202144,True,30
Pet Supplies,PPS,Toys,PPSTO,PQYYY,True,0DF76495E861,7.19,-0.0343880730134661,True,93
Pet Supplies,PPS,Litter & Waste Disposal,PPSLI,PQYYY,True,8AC43D2255E0,22.64,0.0839232735202144,True,57
Pet Supplies,PPS,Litter & Waste Disposal,PPSLI,PQYYY,True,66DDACB6E41A,23.05,0.0839232735202144,True,74
Pet Supplies,PPS,Litter & Waste Disposal,PPSLI,PQYYY,True,21EA88FF38B0,25.02,0.0839232735202144,True,62
Pet Supplies,PPS,Litter & Waste Disposal,PPSLI,PQYYY,True,F2F0D8B15A15,28.51,0.0839232735202144,True,50
Pet Supplies,PPS,Litter & Waste Disposal,PPSLI,PQYYY,True,2EB50DA3843A,29.39,0.0839232735202144,True,11
Pet Supplies,PPS,Litter & Waste Disposal,PPSLI,PQYYY,True,53C665FCF700,35.67,0.0839232735202144,True,70
Pet Supplies,PPS,Litter & Waste Disposal,PPSLI,PQYYY,True,9484532AF886,44.65,0.0839232735202144,True,30
Pet Supplies,PPS,Beds & Furnitures,PPSBE,PQYYY,True,146B1F4591DC,5.35,0.0739232735202144,True,107
Pet Supplies,PPS,Beds & Furnitures,PPSBE,PQYYY,True,6494E39F993F,5.63,0.0739232735202144,True,161
Pet Supplies,PPS,Beds & Furnitures,PPSBE,PQYYY,True,82E65453A9B3,8.11,0.0739232735202144,True,178
Pet Supplies,PPS,Beds & Furnitures,PPSBE,PQYYY,True,D95BF857695A,8.75,0.0739232735202144,True,112
Pet Supplies,PPS,Beds & Furnitures,PPSBE,PQYYY,True,C697352BC19B,12.14,0.0739232735202144,True,99
Pet Supplies,PPS,Beds & Furnitures,PPSBE,PQYYY,True,42F12104199C,13.22,0.0739232735202144,True,125
Pet Supplies,PPS,Beds & Furnitures,PPSBE,PQYYY,True,B372F7DCE0EF,16.24,0.0739232735202144,True,146
Pet Supplies,PPS,Beds & Furnitures,PPSBE,PQYYY,True,37DE97D031FC,23.61,0.0739232735202144,True,61
Pet Supplies,PPS,Beds & Furnitures,PPSBE,PQYYY,True,E91A5448E35A,32.86,0.0739232735202144,True,27
Pet Supplies,PPS,Beds & Furnitures,PPSBE,PQYYY,True,23C5C2CDEF67,56.47,0.0739232735202144,True,34
Pet Supplies,PPS,Toys,PPSTO,PQYYY,True,DCB0C2375F31,3.18,-0.0343880730134661,True,91
Pet Supplies,PPS,Toys,PPSTO,PQYYY,True,554E272AC018,3.24,-0.0343880730134661,True,77
Pet Supplies,PPS,Toys,PPSTO,PQYYY,True,CF95F6F21928,4.56,-0.0343880730134661,True,166
Pet Supplies,PPS,Toys,PPSTO,PQYYY,True,F4A7D4CAE5B5,5.61,-0.0343880730134661,True,91
Pet Supplies,PPS,Toys,PPSTO,PQYYY,True,92240697B516,7.63,-0.0343880730134661,True,28
Pet Supplies,PPS,Toys,PPSTO,PQYYY,True,04D4C99A1A99,8.27,-0.0343880730134661,True,164
Pet Supplies,PPS,Toys,PPSTO,PQYYY,True,7E836246268D,10.58,-0.0343880730134661,True,24
Pet Supplies,PPS,Toys,PPSTO,PQYYY,True,991940D9D539,10.71,-0.0343880730134661,True,185
Pet Supplies,PPS,Toys,PPSTO,PQYYY,True,D6E5C5BED85E,11.24,-0.0343880730134661,True,65
Pet Supplies,PPS,Toys,PPSTO,PQYYY,True,E90286460DB4,15.17,-0.0343880730134661,True,142
Pet Supplies,PPS,Toys,PPSTO,PQYYY,True,3DCFBB0CEB6B,19.27,-0.0343880730134661,True,109
Pet Supplies,PPS,Toys,PPSTO,PQYYY,True,84F62D89D1BE,20.42,-0.0343880730134661,True,35
Pet Supplies,PPS,Toys,PPSTO,PQYYY,True,A7D2C7F78794,31.3,-0.0343880730134661,True,94
